date,title,artist,rank,peakPos,lastPos,isNew,weeks
2022-02-05,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,2,False,5
2022-02-05,Easy On Me,Adele,2,1,1,False,16
2022-02-05,Heat Waves,Glass Animals,3,3,3,False,54
2022-02-05,Stay,The Kid LAROI & Justin Bieber,4,1,4,False,29
2022-02-05,Super Gremlin,Kodak Black,5,5,5,False,12
2022-02-05,Shivers,Ed Sheeran,6,4,6,False,20
2022-02-05,Pushin P,Gunna & Future Featuring Young Thug,7,7,7,False,3
2022-02-05,abcdefu,GAYLE,8,8,8,False,10
2022-02-05,Surface Pressure,Jessica Darrow,9,9,10,False,5
2022-02-05,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,7,9,False,21
2022-02-05,Need To Know,Doja Cat,11,8,11,False,33
2022-02-05,Bad Habits,Ed Sheeran,12,2,12,False,31
2022-02-05,Ghost,Justin Bieber,13,13,14,False,18
2022-02-05,Industry Baby,Lil Nas X & Jack Harlow,14,1,13,False,27
2022-02-05,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),15,5,15,False,12
2022-02-05,Hrs And Hrs,Muni Long,16,16,17,False,5
2022-02-05,Levitating,Dua Lipa,17,2,16,False,64
2022-02-05,Thats What I Want,Lil Nas X,18,10,19,False,19
2022-02-05,Save Your Tears,The Weeknd & Ariana Grande,19,1,20,False,56
2022-02-05,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",20,20,43,False,4
2022-02-05,Oh My God,Adele,21,5,18,False,10
2022-02-05,Buy Dirt,Jordan Davis Featuring Luke Bryan,22,22,25,False,25
2022-02-05,One Right Now,Post Malone & The Weeknd,23,6,22,False,12
2022-02-05,Better Days,NEIKED X Mae Muller X Polo G,24,23,26,False,15
2022-02-05,Good 4 U,Olivia Rodrigo,25,1,21,False,37
2022-02-05,Love Nwantiti (Ah Ah Ah),CKay,26,26,27,False,19
2022-02-05,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,27,27,31,False,4
2022-02-05,You Should Probably Leave,Chris Stapleton,28,28,33,False,30
2022-02-05,Fancy Like,Walker Hayes,29,3,32,False,32
2022-02-05,Fingers Crossed,Lauren Spencer-Smith,30,19,30,False,4
2022-02-05,I Hate U,SZA,31,7,28,False,8
2022-02-05,Knife Talk,Drake Featuring 21 Savage & Project Pat,32,4,36,False,21
2022-02-05,You Right,Doja Cat & The Weeknd,33,11,35,False,30
2022-02-05,Essence,Wizkid Featuring Justin Bieber & Tems,34,9,34,False,29
2022-02-05,Kiss Me More,Doja Cat Featuring SZA,35,3,29,False,41
2022-02-05,Dos Oruguitas,Sebastian Yatra,36,36,44,False,4
2022-02-05,Sacrifice,The Weeknd,37,11,23,False,3
2022-02-05,Cold December,Rod Wave,38,38,58,False,2
2022-02-05,Big Energy,Latto,39,38,38,False,14
2022-02-05,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,40,21,39,False,20
2022-02-05,If I Didn't Love You,Jason Aldean & Carrie Underwood,41,15,41,False,24
2022-02-05,Light Switch,Charlie Puth,42,42,0,True,1
2022-02-05,Sand In My Boots,Morgan Wallen,43,32,42,False,28
2022-02-05,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,44,30,46,False,24
2022-02-05,Enemy,Imagine Dragons X JID,45,45,48,False,10
2022-02-05,Woman,Doja Cat,46,46,52,False,26
2022-02-05,Happier Than Ever,Billie Eilish,47,11,37,False,26
2022-02-05,Waiting On A Miracle,Stephanie Beatriz,48,48,65,False,4
2022-02-05,One Mississippi,Kane Brown,49,40,40,False,18
2022-02-05,'Til You Can't,Cody Johnson,50,50,55,False,16
2022-02-05,To Be Loved By You,Parker McCollum,51,51,53,False,9
2022-02-05,P Power,Gunna Featuring Drake,52,24,24,False,2
2022-02-05,Freedom Was A Highway,Jimmie Allen & Brad Paisley,53,45,54,False,16
2022-02-05,Broadway Girls,Lil Durk Featuring Morgan Wallen,54,14,47,False,6
2022-02-05,AA,Walker Hayes,55,55,98,False,3
2022-02-05,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,56,53,56,False,11
2022-02-05,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,57,45,73,False,11
2022-02-05,No Switch,YoungBoy Never Broke Again,58,58,0,True,1
2022-02-05,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",59,17,59,False,16
2022-02-05,Bring It On,YoungBoy Never Broke Again,60,60,0,True,1
2022-02-05,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,61,51,60,False,18
2022-02-05,Whiskey And Rain,Michael Ray,62,37,51,False,17
2022-02-05,Heart On Fire,Eric Church,63,59,64,False,10
2022-02-05,Bring The Hook,YoungBoy Never Broke Again,64,61,61,False,2
2022-02-05,Too Easy,Gunna & Future,65,16,45,False,13
2022-02-05,For Tonight,Giveon,66,61,69,False,17
2022-02-05,Beers On Me,"Dierks Bentley, Breland & HARDY",67,67,68,False,5
2022-02-05,Fish Scale,YoungBoy Never Broke Again,68,68,82,False,2
2022-02-05,By Your Side,Rod Wave,69,58,63,False,9
2022-02-05,Eazy,The Game & Kanye West,70,49,49,False,2
2022-02-05,Scorpio,Moneybagg Yo,71,66,70,False,10
2022-02-05,Flossin',Internet Money Featuring YoungBoy Never Broke Again,72,72,0,True,1
2022-02-05,Proud,Key Glock,73,73,0,True,1
2022-02-05,Know Like I Know,YoungBoy Never Broke Again,74,74,0,True,1
2022-02-05,Do It To It,Acraze Featuring Cherish,75,65,76,False,6
2022-02-05,Doin' This,Luke Combs,76,53,83,False,7
2022-02-05,All Too Well (Taylor's Version),Taylor Swift,77,1,74,False,11
2022-02-05,Pressure,Ari Lennox,78,78,84,False,5
2022-02-05,23,Sam Hunt,79,75,85,False,5
2022-02-05,Never Say Never,Cole Swindell / Lainey Wilson,80,79,79,False,2
2022-02-05,I Love You So,The Walters,81,81,0,False,2
2022-02-05,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",82,82,94,False,2
2022-02-05,Have Mercy,Chloe,83,28,77,False,20
2022-02-05,Circles Around This Town,Maren Morris,84,63,81,False,3
2022-02-05,Take My Breath,The Weeknd,85,6,66,False,19
2022-02-05,2Hoo,YoungBoy Never Broke Again,86,86,0,True,1
2022-02-05,Long Live,YoungBoy Never Broke Again,87,87,0,True,1
2022-02-05,Thought I Was Playing,Gunna & 21 Savage,88,23,62,False,3
2022-02-05,Dis & That,YoungBoy Never Broke Again,89,89,0,True,1
2022-02-05,Me Or Sum,"Nardo Wick, Lil Baby & Future",90,86,0,False,3
2022-02-05,Beautiful Lies,Yung Bleu & Kehlani,91,91,0,True,1
2022-02-05,25k Jacket,Gunna Featuring Lil Baby,92,28,67,False,3
2022-02-05,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",93,56,100,False,20
2022-02-05,Home Sweet,Russell Dickerson,94,90,0,False,2
2022-02-05,No Love,Summer Walker & SZA,95,13,97,False,11
2022-02-05,Come Back As A Country Boy,Blake Shelton,96,91,0,False,2
2022-02-05,Smoke One,YoungBoy Never Broke Again,97,97,0,True,1
2022-02-05,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,98,93,93,False,3
2022-02-05,I Am Woman,Emmy Meli,99,74,0,False,4
2022-02-05,Iffy,Chris Brown,100,71,71,False,2
2022-01-29,Easy On Me,Adele,1,1,1,False,15
2022-01-29,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,2,4,False,4
2022-01-29,Heat Waves,Glass Animals,3,3,3,False,53
2022-01-29,Stay,The Kid LAROI & Justin Bieber,4,1,2,False,28
2022-01-29,Super Gremlin,Kodak Black,5,5,6,False,11
2022-01-29,Shivers,Ed Sheeran,6,4,5,False,19
2022-01-29,Pushin P,Gunna & Future Featuring Young Thug,7,7,7,False,2
2022-01-29,abcdefu,GAYLE,8,8,9,False,9
2022-01-29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,9,7,10,False,20
2022-01-29,Surface Pressure,Jessica Darrow,10,10,14,False,4
2022-01-29,Need To Know,Doja Cat,11,8,8,False,32
2022-01-29,Bad Habits,Ed Sheeran,12,2,13,False,30
2022-01-29,Industry Baby,Lil Nas X & Jack Harlow,13,1,12,False,26
2022-01-29,Ghost,Justin Bieber,14,14,17,False,17
2022-01-29,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),15,5,15,False,11
2022-01-29,Levitating,Dua Lipa,16,2,18,False,63
2022-01-29,Hrs And Hrs,Muni Long,17,17,25,False,4
2022-01-29,Oh My God,Adele,18,5,26,False,9
2022-01-29,Thats What I Want,Lil Nas X,19,10,24,False,18
2022-01-29,Save Your Tears,The Weeknd & Ariana Grande,20,1,21,False,55
2022-01-29,Good 4 U,Olivia Rodrigo,21,1,20,False,36
2022-01-29,One Right Now,Post Malone & The Weeknd,22,6,30,False,11
2022-01-29,Sacrifice,The Weeknd,23,11,11,False,2
2022-01-29,P Power,Gunna Featuring Drake,24,24,0,True,1
2022-01-29,Buy Dirt,Jordan Davis Featuring Luke Bryan,25,25,38,False,24
2022-01-29,Better Days,NEIKED X Mae Muller X Polo G,26,23,33,False,14
2022-01-29,Love Nwantiti (Ah Ah Ah),CKay,27,27,41,False,18
2022-01-29,I Hate U,SZA,28,7,34,False,7
2022-01-29,Kiss Me More,Doja Cat Featuring SZA,29,3,35,False,40
2022-01-29,Fingers Crossed,Lauren Spencer-Smith,30,19,19,False,3
2022-01-29,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,31,31,77,False,3
2022-01-29,Fancy Like,Walker Hayes,32,3,27,False,31
2022-01-29,You Should Probably Leave,Chris Stapleton,33,32,43,False,29
2022-01-29,Essence,Wizkid Featuring Justin Bieber & Tems,34,9,36,False,28
2022-01-29,You Right,Doja Cat & The Weeknd,35,11,40,False,29
2022-01-29,Knife Talk,Drake Featuring 21 Savage & Project Pat,36,4,44,False,20
2022-01-29,Happier Than Ever,Billie Eilish,37,11,37,False,25
2022-01-29,Big Energy,Latto,38,38,54,False,13
2022-01-29,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,39,21,49,False,19
2022-01-29,One Mississippi,Kane Brown,40,40,55,False,17
2022-01-29,If I Didn't Love You,Jason Aldean & Carrie Underwood,41,15,50,False,23
2022-01-29,Sand In My Boots,Morgan Wallen,42,32,57,False,27
2022-01-29,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",43,43,66,False,3
2022-01-29,Dos Oruguitas,Sebastian Yatra,44,44,71,False,3
2022-01-29,Too Easy,Gunna & Future,45,16,16,False,12
2022-01-29,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,46,30,48,False,23
2022-01-29,Broadway Girls,Lil Durk Featuring Morgan Wallen,47,14,51,False,5
2022-01-29,Enemy,Imagine Dragons X JID,48,48,67,False,9
2022-01-29,Eazy,The Game & Kanye West,49,49,0,True,1
2022-01-29,Way 2 Sexy,Drake Featuring Future & Young Thug,50,1,58,False,20
2022-01-29,Whiskey And Rain,Michael Ray,51,37,56,False,16
2022-01-29,Woman,Doja Cat,52,52,73,False,25
2022-01-29,To Be Loved By You,Parker McCollum,53,52,75,False,8
2022-01-29,Freedom Was A Highway,Jimmie Allen & Brad Paisley,54,45,64,False,15
2022-01-29,'Til You Can't,Cody Johnson,55,55,74,False,15
2022-01-29,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,56,53,78,False,10
2022-01-29,Girls Want Girls,Drake Featuring Lil Baby,57,2,69,False,20
2022-01-29,Cold December,Rod Wave,58,58,0,True,1
2022-01-29,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",59,17,76,False,15
2022-01-29,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,60,51,80,False,17
2022-01-29,Bring The Hook,YoungBoy Never Broke Again,61,61,0,True,1
2022-01-29,Thought I Was Playing,Gunna & 21 Savage,62,23,23,False,2
2022-01-29,By Your Side,Rod Wave,63,58,91,False,8
2022-01-29,Heart On Fire,Eric Church,64,59,83,False,9
2022-01-29,Waiting On A Miracle,Stephanie Beatriz,65,65,87,False,3
2022-01-29,Take My Breath,The Weeknd,66,6,22,False,18
2022-01-29,25k Jacket,Gunna Featuring Lil Baby,67,28,28,False,2
2022-01-29,Beers On Me,"Dierks Bentley, Breland & HARDY",68,68,99,False,4
2022-01-29,For Tonight,Giveon,69,61,84,False,16
2022-01-29,Scorpio,Moneybagg Yo,70,66,89,False,9
2022-01-29,Iffy,Chris Brown,71,71,0,True,1
2022-01-29,How You Did That,Gunna Featuring Kodak Black,72,47,47,False,2
2022-01-29,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,73,45,88,False,10
2022-01-29,All Too Well (Taylor's Version),Taylor Swift,74,1,82,False,10
2022-01-29,Out Of Time,The Weeknd,75,32,32,False,2
2022-01-29,Do It To It,Acraze Featuring Cherish,76,65,90,False,5
2022-01-29,Have Mercy,Chloe,77,28,81,False,19
2022-01-29,Poochie Gown,Gunna,78,42,42,False,2
2022-01-29,Never Say Never,Cole Swindell / Lainey Wilson,79,79,0,True,1
2022-01-29,Is There Someone Else?,The Weeknd,80,31,31,False,2
2022-01-29,Circles Around This Town,Maren Morris,81,63,63,False,2
2022-01-29,Fish Scale,YoungBoy Never Broke Again,82,82,0,True,1
2022-01-29,Doin' This,Luke Combs,83,53,98,False,6
2022-01-29,Pressure,Ari Lennox,84,79,100,False,4
2022-01-29,23,Sam Hunt,85,75,96,False,4
2022-01-29,Mop,Gunna Featuring Young Thug,86,45,45,False,2
2022-01-29,Gasoline,The Weeknd,87,29,29,False,2
2022-01-29,Trouble With A Heartbreak,Jason Aldean,88,88,0,True,1
2022-01-29,Alotta Cake,Gunna,89,46,46,False,2
2022-01-29,Surround Sound,JID Featuring 21 Savage & Baby Tate,90,90,0,True,1
2022-01-29,Less Than Zero,The Weeknd,91,53,53,False,2
2022-01-29,My Universe,Coldplay x BTS,92,1,94,False,17
2022-01-29,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,93,93,0,False,2
2022-01-29,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",94,94,0,True,1
2022-01-29,IDK That Bitch,Gunna Featuring G Herbo,95,59,59,False,2
2022-01-29,Same Boat,Zac Brown Band,96,48,0,False,17
2022-01-29,No Love,Summer Walker & SZA,97,13,0,False,10
2022-01-29,AA,Walker Hayes,98,87,0,False,2
2022-01-29,Livin Wild,Gunna,99,61,61,False,2
2022-01-29,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",100,56,0,False,19
2022-01-22,Easy On Me,Adele,1,1,1,False,14
2022-01-22,Stay,The Kid LAROI & Justin Bieber,2,1,2,False,27
2022-01-22,Heat Waves,Glass Animals,3,3,3,False,52
2022-01-22,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",4,4,5,False,3
2022-01-22,Shivers,Ed Sheeran,5,4,4,False,18
2022-01-22,Super Gremlin,Kodak Black,6,6,10,False,10
2022-01-22,Pushin P,Gunna & Future Featuring Young Thug,7,7,0,True,1
2022-01-22,Need To Know,Doja Cat,8,8,9,False,31
2022-01-22,abcdefu,GAYLE,9,9,11,False,8
2022-01-22,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,7,7,False,19
2022-01-22,Sacrifice,The Weeknd,11,11,0,True,1
2022-01-22,Industry Baby,Lil Nas X & Jack Harlow,12,1,6,False,25
2022-01-22,Bad Habits,Ed Sheeran,13,2,8,False,29
2022-01-22,Surface Pressure,Jessica Darrow,14,14,14,False,3
2022-01-22,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),15,5,13,False,10
2022-01-22,Too Easy,Gunna & Future,16,16,84,False,11
2022-01-22,Ghost,Justin Bieber,17,17,17,False,16
2022-01-22,Levitating,Dua Lipa,18,2,12,False,62
2022-01-22,Fingers Crossed,Lauren Spencer-Smith,19,19,69,False,2
2022-01-22,Good 4 U,Olivia Rodrigo,20,1,15,False,35
2022-01-22,Save Your Tears,The Weeknd & Ariana Grande,21,1,18,False,54
2022-01-22,Take My Breath,The Weeknd,22,6,0,False,17
2022-01-22,Thought I Was Playing,Gunna & 21 Savage,23,23,0,True,1
2022-01-22,Thats What I Want,Lil Nas X,24,10,20,False,17
2022-01-22,Hrs And Hrs,Muni Long,25,25,34,False,3
2022-01-22,Oh My God,Adele,26,5,24,False,8
2022-01-22,Fancy Like,Walker Hayes,27,3,16,False,30
2022-01-22,25k Jacket,Gunna Featuring Lil Baby,28,28,0,True,1
2022-01-22,Gasoline,The Weeknd,29,29,0,True,1
2022-01-22,One Right Now,Post Malone & The Weeknd,30,6,22,False,10
2022-01-22,Is There Someone Else?,The Weeknd,31,31,0,True,1
2022-01-22,Out Of Time,The Weeknd,32,32,0,True,1
2022-01-22,Better Days,NEIKED X Mae Muller X Polo G,33,23,23,False,13
2022-01-22,I Hate U,SZA,34,7,30,False,6
2022-01-22,Kiss Me More,Doja Cat Featuring SZA,35,3,19,False,39
2022-01-22,Essence,Wizkid Featuring Justin Bieber & Tems,36,9,21,False,27
2022-01-22,Happier Than Ever,Billie Eilish,37,11,26,False,24
2022-01-22,Buy Dirt,Jordan Davis Featuring Luke Bryan,38,28,28,False,23
2022-01-22,How Do I Make You Love Me?,The Weeknd,39,39,0,True,1
2022-01-22,You Right,Doja Cat & The Weeknd,40,11,25,False,28
2022-01-22,Love Nwantiti (Ah Ah Ah),CKay,41,29,29,False,17
2022-01-22,Poochie Gown,Gunna,42,42,0,True,1
2022-01-22,You Should Probably Leave,Chris Stapleton,43,32,32,False,28
2022-01-22,Knife Talk,Drake Featuring 21 Savage & Project Pat,44,4,31,False,19
2022-01-22,Mop,Gunna Featuring Young Thug,45,45,0,True,1
2022-01-22,Alotta Cake,Gunna,46,46,0,True,1
2022-01-22,How You Did That,Gunna Featuring Kodak Black,47,47,0,True,1
2022-01-22,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,48,30,36,False,22
2022-01-22,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,49,21,39,False,18
2022-01-22,If I Didn't Love You,Jason Aldean & Carrie Underwood,50,15,35,False,22
2022-01-22,Broadway Girls,Lil Durk Featuring Morgan Wallen,51,14,27,False,4
2022-01-22,Here We Go... Again,"The Weeknd Featuring Tyler, The Creator",52,52,0,True,1
2022-01-22,Less Than Zero,The Weeknd,53,53,0,True,1
2022-01-22,Big Energy,Latto,54,42,42,False,12
2022-01-22,One Mississippi,Kane Brown,55,40,40,False,16
2022-01-22,Whiskey And Rain,Michael Ray,56,37,37,False,15
2022-01-22,Sand In My Boots,Morgan Wallen,57,32,43,False,26
2022-01-22,Way 2 Sexy,Drake Featuring Future & Young Thug,58,1,33,False,19
2022-01-22,IDK That Bitch,Gunna Featuring G Herbo,59,59,0,True,1
2022-01-22,Best Friends,The Weeknd,60,60,0,True,1
2022-01-22,Livin Wild,Gunna,61,61,0,True,1
2022-01-22,I Heard You're Married,The Weeknd Featuring Lil Wayne,62,62,0,True,1
2022-01-22,Circles Around This Town,Maren Morris,63,63,0,True,1
2022-01-22,Freedom Was A Highway,Jimmie Allen & Brad Paisley,64,45,45,False,14
2022-01-22,Dawn FM,The Weeknd,65,65,0,True,1
2022-01-22,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",66,62,62,False,2
2022-01-22,Enemy,Imagine Dragons X JID,67,48,48,False,8
2022-01-22,Private Island,Gunna,68,68,0,True,1
2022-01-22,Girls Want Girls,Drake Featuring Lil Baby,69,2,44,False,19
2022-01-22,South To West,Gunna,70,70,0,True,1
2022-01-22,Dos Oruguitas,Sebastian Yatra,71,71,83,False,2
2022-01-22,You & Me,Gunna & Chloe,72,72,0,True,1
2022-01-22,Woman,Doja Cat,73,56,56,False,24
2022-01-22,'Til You Can't,Cody Johnson,74,57,57,False,14
2022-01-22,To Be Loved By You,Parker McCollum,75,52,52,False,7
2022-01-22,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",76,17,47,False,14
2022-01-22,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,77,67,67,False,2
2022-01-22,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,78,53,53,False,9
2022-01-22,Starry Eyes,The Weeknd,79,79,0,True,1
2022-01-22,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,80,51,51,False,16
2022-01-22,Have Mercy,Chloe,81,28,54,False,18
2022-01-22,All Too Well (Taylor's Version),Taylor Swift,82,1,55,False,9
2022-01-22,Heart On Fire,Eric Church,83,59,59,False,8
2022-01-22,For Tonight,Giveon,84,61,61,False,15
2022-01-22,Don't Break My Heart,The Weeknd,85,85,0,True,1
2022-01-22,Flooded,Gunna,86,86,0,True,1
2022-01-22,Waiting On A Miracle,Stephanie Beatriz,87,82,82,False,2
2022-01-22,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,88,45,63,False,9
2022-01-22,Scorpio,Moneybagg Yo,89,66,66,False,8
2022-01-22,Do It To It,Acraze Featuring Cherish,90,65,65,False,4
2022-01-22,By Your Side,Rod Wave,91,58,64,False,7
2022-01-22,Die Alone,Gunna & Chris Brown Featuring Yung Bleu,92,92,0,True,1
2022-01-22,Every Angel Is Terrifying,The Weeknd,93,93,0,True,1
2022-01-22,My Universe,Coldplay x BTS,94,1,58,False,16
2022-01-22,Tequila Little Time,Jon Pardi,95,60,60,False,14
2022-01-22,23,Sam Hunt,96,75,75,False,3
2022-01-22,I Am Woman,Emmy Meli,97,74,74,False,3
2022-01-22,Doin' This,Luke Combs,98,53,76,False,5
2022-01-22,Beers On Me,"Dierks Bentley, Breland & HARDY",99,72,72,False,3
2022-01-22,Pressure,Ari Lennox,100,79,79,False,3
2022-01-15,Easy On Me,Adele,1,1,2,False,13
2022-01-15,Stay,The Kid LAROI & Justin Bieber,2,1,6,False,26
2022-01-15,Heat Waves,Glass Animals,3,3,7,False,51
2022-01-15,Shivers,Ed Sheeran,4,4,9,False,17
2022-01-15,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",5,5,50,False,2
2022-01-15,Industry Baby,Lil Nas X & Jack Harlow,6,1,12,False,24
2022-01-15,Cold Heart (PNAU Remix),Elton John & Dua Lipa,7,7,20,False,18
2022-01-15,Bad Habits,Ed Sheeran,8,2,19,False,28
2022-01-15,Need To Know,Doja Cat,9,8,14,False,30
2022-01-15,Super Gremlin,Kodak Black,10,10,16,False,9
2022-01-15,abcdefu,GAYLE,11,11,17,False,7
2022-01-15,Levitating,Dua Lipa,12,2,0,False,61
2022-01-15,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),13,5,28,False,9
2022-01-15,Surface Pressure,Jessica Darrow,14,14,54,False,2
2022-01-15,Good 4 U,Olivia Rodrigo,15,1,31,False,34
2022-01-15,Fancy Like,Walker Hayes,16,3,33,False,29
2022-01-15,Ghost,Justin Bieber,17,17,32,False,15
2022-01-15,Save Your Tears,The Weeknd & Ariana Grande,18,1,0,False,53
2022-01-15,Kiss Me More,Doja Cat Featuring SZA,19,3,38,False,38
2022-01-15,Thats What I Want,Lil Nas X,20,10,35,False,16
2022-01-15,Essence,Wizkid Featuring Justin Bieber & Tems,21,9,36,False,26
2022-01-15,One Right Now,Post Malone & The Weeknd,22,6,39,False,9
2022-01-15,Better Days,NEIKED X Mae Muller X Polo G,23,23,46,False,12
2022-01-15,Oh My God,Adele,24,5,40,False,7
2022-01-15,You Right,Doja Cat & The Weeknd,25,11,42,False,27
2022-01-15,Happier Than Ever,Billie Eilish,26,11,43,False,23
2022-01-15,Broadway Girls,Lil Durk Featuring Morgan Wallen,27,14,30,False,3
2022-01-15,Buy Dirt,Jordan Davis Featuring Luke Bryan,28,28,51,False,22
2022-01-15,Love Nwantiti (Ah Ah Ah),CKay,29,29,48,False,16
2022-01-15,I Hate U,SZA,30,7,49,False,5
2022-01-15,Knife Talk,Drake Featuring 21 Savage & Project Pat,31,4,52,False,18
2022-01-15,You Should Probably Leave,Chris Stapleton,32,32,55,False,27
2022-01-15,Way 2 Sexy,Drake Featuring Future & Young Thug,33,1,53,False,18
2022-01-15,Hrs And Hrs,Muni Long,34,34,83,False,2
2022-01-15,If I Didn't Love You,Jason Aldean & Carrie Underwood,35,15,0,False,21
2022-01-15,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,36,30,44,False,21
2022-01-15,Whiskey And Rain,Michael Ray,37,37,57,False,14
2022-01-15,Beggin',Maneskin,38,13,0,False,25
2022-01-15,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,39,21,56,False,17
2022-01-15,One Mississippi,Kane Brown,40,40,60,False,15
2022-01-15,Montero (Call Me By Your Name),Lil Nas X,41,1,0,False,35
2022-01-15,Big Energy,Latto,42,42,62,False,11
2022-01-15,Sand In My Boots,Morgan Wallen,43,32,58,False,25
2022-01-15,Girls Want Girls,Drake Featuring Lil Baby,44,2,59,False,18
2022-01-15,Freedom Was A Highway,Jimmie Allen & Brad Paisley,45,45,73,False,13
2022-01-15,Pepas,Farruko,46,25,0,False,21
2022-01-15,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",47,17,61,False,13
2022-01-15,Enemy,Imagine Dragons X JID,48,48,64,False,7
2022-01-15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),49,1,0,False,39
2022-01-15,Chasing After You,Ryan Hurd With Maren Morris,50,23,0,False,30
2022-01-15,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,51,51,63,False,15
2022-01-15,To Be Loved By You,Parker McCollum,52,52,77,False,6
2022-01-15,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,53,53,89,False,8
2022-01-15,Have Mercy,Chloe,54,28,68,False,17
2022-01-15,All Too Well (Taylor's Version),Taylor Swift,55,1,66,False,8
2022-01-15,Woman,Doja Cat,56,56,71,False,23
2022-01-15,'Til You Can't,Cody Johnson,57,57,70,False,13
2022-01-15,My Universe,Coldplay x BTS,58,1,72,False,15
2022-01-15,Heart On Fire,Eric Church,59,59,78,False,7
2022-01-15,Tequila Little Time,Jon Pardi,60,60,85,False,13
2022-01-15,For Tonight,Giveon,61,61,75,False,14
2022-01-15,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",62,62,0,True,1
2022-01-15,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,63,45,80,False,8
2022-01-15,By Your Side,Rod Wave,64,58,76,False,6
2022-01-15,Do It To It,Acraze Featuring Cherish,65,65,87,False,3
2022-01-15,Scorpio,Moneybagg Yo,66,66,81,False,7
2022-01-15,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,67,67,0,True,1
2022-01-15,Flower Shops,ERNEST Featuring Morgan Wallen,68,68,0,True,1
2022-01-15,Fingers Crossed,Lauren Spencer-Smith,69,69,0,True,1
2022-01-15,Same Boat,Zac Brown Band,70,48,86,False,16
2022-01-15,Life Goes On,Oliver Tree,71,71,84,False,5
2022-01-15,Beers On Me,"Dierks Bentley, Breland & HARDY",72,72,96,False,2
2022-01-15,Poke It Out,Wale Featuring J. Cole,73,73,90,False,8
